url,license
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/idevicediagnostics.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/disown.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/codex.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/gitlab.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/gitlab-ctl.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/aws-ecr.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/chgrp.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/dolt-checkout.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-lock.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/jj-config-edit.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/jdeps.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/flips.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-difftool.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/adb.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/docker.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/gst-launch-1.0-decodebin.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-replace.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-reset-file.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-init.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/codespell.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/diff-so-fancy.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/immich-go.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-gui.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/deluge-console.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/airdecap-ng.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/freeramdisk.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/ansible-vault.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/bundletool.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/buku.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/bun-install.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/couchdb.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-contrib.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-annex.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/bun-pm-trust.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/docker-slim.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/jj-config.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-rev-list.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-missing.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-browse-ci.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/aireplay-ng.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-rebase-patch.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/android/pm.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-send-email.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/bunx.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/gh-search.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/aws-rds.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/aws-lambda.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/docker-search.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/bun-pm-cache.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/enscript.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/expand.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/gcloud-sql-export-sql.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-delete-squashed-branches.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/grap.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/gst-launch-1.0-queue.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/clang-cpp.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/jhipster.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-secret.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/cmus-remote.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/cmake.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/chroma.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/grip.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/elasticsearch-reset-password.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/dlv.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/bzfgrep.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/airodump-ng.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/bpkg.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/az-login.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-paste.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/fls.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/gcloud-version.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/dcgmi.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/clockwork-cli.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/dbeaver.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/jj-resolve.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-show-branch.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/git-svn.md,MIT
https://raw.githubusercontent.com/tldr-pages/tldr/main/pages/common/btm.md,MIT
